applicant_id,age,gender,education,employment_type,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,monthly_expenses,emi_estimate,dti_ratio,assets_value,has_collateral,co_applicant,loan_purpose,loan_approved
APP0674,22,Male,Master's,Self-Employed,1408060,1518548,12,14.57,667,4,70527,136754,134.58,4671212,1,0,Education,0
APP0675,30,Male,Bachelor's,Salaried,1359065,896822,84,7.99,659,0,68379,13974,30.45,2268103,1,1,Vehicle,1
APP0676,50,Female,Bachelor's,Business Owner,644874,118369,36,13.45,729,4,46271,4014,33.3,248595,1,0,Education,1
APP0677,25,Female,Master's,Self-Employed,1741633,1300469,48,15.51,700,0,71612,36530,39.97,1952361,1,0,Home,1
APP0678,53,Male,High School,Self-Employed,1691341,1370309,12,8.93,531,4,12235,119791,87.59,2276881,1,0,Personal,0
APP0679,21,Female,PhD,Self-Employed,211549,1735876,24,9.9,731,3,21417,80022,490.34,920200,0,1,Business,0
APP0680,38,Female,Bachelor's,Business Owner,1713008,1958189,12,16.77,602,1,39609,178382,133.28,840271,0,1,Vehicle,0
APP0681,52,Female,Master's,Self-Employed,225739,750146,48,7.71,552,4,38902,18211,158.84,3759257,1,0,Business,0
APP0682,31,Male,Bachelor's,Self-Employed,1007641,800046,60,15.4,529,3,28645,19201,33.1,1596261,1,1,Personal,1
APP0683,41,Male,Master's,Unemployed,75609,697999,60,12.47,660,2,67873,15693,572.14,1037763,1,1,Home,0
APP0684,46,Male,PhD,Self-Employed,1263692,126425,84,12.19,588,0,69558,2245,21.95,3948602,1,1,Home,1
APP0685,45,Female,Bachelor's,Salaried,744333,546297,36,7.57,470,2,67233,17011,59.94,2816300,1,1,Vehicle,1
APP0686,42,Male,PhD,Self-Employed,1143831,1638858,48,16.1,647,3,28401,46530,57.75,1178152,0,1,Business,1
APP0687,47,Male,Bachelor's,Salaried,235709,1068543,84,11.28,635,2,12771,18454,113.45,4204069,1,1,Home,0
APP0688,33,Male,Bachelor's,Salaried,1177643,161915,120,13.18,666,2,46335,2435,16.65,3523700,1,1,Personal,1
APP0689,53,Female,Bachelor's,Self-Employed,1930841,435105,12,14.61,623,3,79451,39192,39.17,2107154,1,0,Vehicle,1
APP0690,54,Male,Bachelor's,Business Owner,1181652,533414,120,14.88,844,1,72449,8567,30.77,1832717,1,1,Education,1
APP0691,61,Female,High School,Business Owner,1976539,1203248,12,17.54,726,4,6942,110051,68.08,1846398,1,1,Home,1
APP0692,55,Female,Bachelor's,Salaried,429167,863071,60,13.08,635,0,25388,19673,76.3,2272660,1,0,Home,1
APP0693,21,Male,Bachelor's,Salaried,505063,1377925,84,11.7,674,4,62042,24104,101.49,477698,0,1,Business,0
APP0694,41,Female,Master's,Salaried,1069953,368821,60,17.51,807,0,58740,9268,30.16,3132196,1,0,Personal,1
APP0695,26,Male,Master's,Unemployed,65449,82930,24,14.24,766,4,70873,3991,462.92,530929,1,0,Education,0
APP0696,48,Female,Bachelor's,Unemployed,67616,1171889,120,10.63,554,2,52024,15898,559.03,3572653,1,1,Personal,0
APP0697,37,Male,Bachelor's,Self-Employed,419222,799211,120,8.83,592,1,28450,10051,53.2,3423496,1,0,Business,1
APP0698,25,Female,Bachelor's,Business Owner,913806,1211729,60,16.35,609,2,61965,29693,63.4,3155694,1,0,Vehicle,1
APP0699,51,Female,High School,Self-Employed,907788,1584301,24,11.3,640,1,15057,74062,103.87,2317574,1,0,Business,0
APP0700,25,Female,High School,Self-Employed,1165398,1903324,12,14.43,626,3,13983,171279,180.68,2096852,0,0,Education,0
APP0701,58,Female,Bachelor's,Salaried,1198653,282911,84,12.44,683,0,24995,5061,12.57,2061838,1,0,Vehicle,1
APP0702,23,Male,Bachelor's,Salaried,992879,1194634,24,9.59,746,0,43886,54901,82.26,2736563,1,0,Home,0
APP0703,43,Female,PhD,Self-Employed,1778363,137876,84,13.82,761,3,7673,2570,3.29,4689825,1,0,Business,1
APP0704,57,Female,Bachelor's,Self-Employed,1811905,659654,120,8.14,650,4,39890,8052,13.26,2856064,1,1,Home,1
APP0705,57,Male,Bachelor's,Salaried,1542035,587691,84,11.84,532,3,28466,10324,14.68,1053535,1,1,Business,1
APP0706,30,Male,Bachelor's,Business Owner,332371,1440772,120,13.24,586,3,55406,21717,138.41,2410098,1,0,Business,0
APP0707,30,Female,High School,Salaried,582650,822838,24,12.08,633,1,8688,38765,85.2,1806129,1,1,Home,0
APP0708,39,Female,Bachelor's,Salaried,1222509,311420,120,15.36,567,3,74284,5093,26.87,1405313,1,0,Education,1
APP0709,37,Female,Bachelor's,Self-Employed,860354,527843,36,16.19,782,0,18665,18607,33.76,2524462,1,0,Vehicle,1
APP0710,41,Male,Bachelor's,Self-Employed,950774,385639,120,15.6,573,2,25641,6364,17.74,3839757,1,0,Vehicle,1
APP0711,34,Female,Bachelor's,Self-Employed,1460811,213004,60,7.91,735,1,37500,4310,12.78,4361502,1,1,Home,1
APP0712,29,Male,PhD,Salaried,982119,408234,24,9.54,528,1,40797,18751,37.86,4163121,1,1,Vehicle,1
APP0713,21,Female,Master's,Salaried,1124993,1397421,12,13.13,739,4,50950,124899,149.53,4535484,1,0,Home,0
APP0714,33,Male,Bachelor's,Self-Employed,553791,446601,84,17.32,667,2,30046,9209,39.49,3686788,1,0,Home,1
APP0715,24,Female,Bachelor's,Self-Employed,1543075,1875260,48,16.27,816,1,14638,53405,44.95,4111818,1,0,Home,1
APP0716,21,Female,Bachelor's,Salaried,1584525,631529,24,16.35,578,3,26173,31027,29.44,2673383,1,0,Home,1
APP0717,60,Male,Bachelor's,Self-Employed,1579087,715727,60,10.68,629,1,18222,15448,15.89,331012,0,1,Business,1
APP0718,52,Female,Bachelor's,Salaried,1620626,115030,120,12.01,646,1,55064,1651,13.45,677578,1,0,Personal,1
APP0719,54,Male,High School,Self-Employed,1628129,1800441,84,12.44,666,1,42010,32208,33.03,4819716,1,1,Education,1
APP0720,48,Female,Bachelor's,Business Owner,1063787,1262980,36,9.15,648,4,23095,40251,53.22,4408355,1,0,Vehicle,1
APP0721,51,Female,Bachelor's,Salaried,316220,1052682,12,7.83,650,1,6439,91488,354.5,550162,0,1,Home,0
APP0722,28,Male,Bachelor's,Salaried,421421,1305973,36,17.44,649,1,10375,46848,142.26,2752447,1,1,Vehicle,0
APP0723,59,Female,PhD,Self-Employed,549317,529702,48,10.03,493,4,25600,13442,46.14,4719893,1,0,Home,1
APP0724,46,Female,Master's,Self-Employed,988428,1517355,24,10.02,769,2,7466,70032,87.74,1368737,0,1,Vehicle,0
APP0725,54,Male,Master's,Self-Employed,1030819,155185,84,8.38,900,0,50097,2448,20.35,3363019,1,1,Personal,1
APP0726,23,Male,Bachelor's,Business Owner,1232469,1134980,24,17.25,706,4,58276,56252,71.79,3109848,1,0,Home,1
APP0727,32,Female,Master's,Business Owner,1251665,105182,60,13.59,577,4,55117,2425,18.18,4478903,1,0,Business,1
APP0728,21,Female,High School,Unemployed,17857,1393711,24,14.5,586,1,51971,67246,5562.97,2756624,1,1,Home,0
APP0729,64,Female,Master's,Salaried,1531379,1727465,12,17.07,735,1,11928,157610,126.31,3464905,1,0,Education,0
APP0730,25,Female,High School,Salaried,1555898,753023,48,11.13,714,0,60309,19510,29.0,1551870,1,0,Home,1
APP0731,50,Male,Master's,Salaried,1761845,902318,36,14.03,654,1,79647,30852,37.29,3335160,1,0,Education,1
APP0732,50,Female,Bachelor's,Salaried,820253,1744866,48,7.91,747,3,45888,42524,82.35,4186321,1,1,Home,0
APP0733,37,Male,Master's,Self-Employed,805556,395992,84,9.46,494,1,48832,6464,31.45,1289783,1,1,Education,1
APP0734,43,Male,PhD,Salaried,547186,991631,24,16.23,747,1,14404,48662,116.19,1680913,1,1,Education,0
APP0735,35,Male,High School,Business Owner,1617191,894124,84,15.55,701,3,38639,17531,21.61,4609231,1,0,Education,1
APP0736,57,Male,Bachelor's,Self-Employed,1450374,1324037,36,11.18,590,0,65598,43460,52.24,134278,0,0,Business,0
APP0737,41,Male,PhD,Self-Employed,1580831,1922508,84,11.46,551,3,71399,33385,41.6,842721,0,1,Personal,1
APP0738,34,Male,Bachelor's,Salaried,437103,870217,60,13.1,690,4,32684,19845,81.4,281097,0,1,Education,0
APP0739,22,Female,Master's,Salaried,889925,658434,48,7.5,806,3,73591,15920,51.24,2176082,1,0,Home,1
APP0740,31,Male,Bachelor's,Salaried,289242,1056630,36,10.03,659,2,7682,34109,151.07,3408939,1,0,Home,0
APP0741,59,Male,Bachelor's,Salaried,1623924,538195,36,9.69,603,4,43046,17288,22.32,3458530,1,0,Personal,1
APP0742,58,Male,Bachelor's,Salaried,1247146,622285,120,10.13,697,1,26832,8268,15.7,2673605,1,1,Vehicle,1
APP0743,54,Male,Bachelor's,Self-Employed,1402532,1630034,36,15.96,843,4,21997,57275,54.65,4537229,1,1,Vehicle,1
APP0744,58,Male,Master's,Business Owner,784326,194375,120,10.44,718,0,39640,2616,22.2,2238083,1,1,Home,1
APP0745,54,Male,Bachelor's,Business Owner,1830650,1432463,12,9.51,728,0,45491,125610,91.28,1260561,0,1,Education,0
APP0746,38,Female,Bachelor's,Self-Employed,1096068,1569644,120,12.79,790,3,68043,23242,47.79,3011164,1,0,Home,1
APP0747,50,Female,Bachelor's,Salaried,960330,85187,48,16.59,722,4,77725,2440,32.19,4952034,1,1,Personal,1
APP0748,35,Female,Bachelor's,Business Owner,1035726,1818970,84,10.03,609,1,50520,30225,52.58,2458547,1,1,Personal,1
APP0749,47,Male,Master's,Business Owner,933375,1039280,120,8.32,522,0,67919,12786,42.63,3690789,1,0,Home,1
APP0750,54,Male,PhD,Salaried,365250,707253,36,11.24,597,1,69442,23235,144.78,2547663,1,1,Vehicle,0
APP0751,58,Female,Bachelor's,Self-Employed,722820,1767689,48,15.35,580,2,26770,49510,95.53,251442,0,0,Home,0
APP0752,53,Male,Master's,Salaried,462678,1136666,120,13.28,739,0,52498,17160,85.35,3420690,1,1,Education,0
APP0753,44,Male,Master's,Business Owner,1022564,1032426,120,16.08,751,3,66477,17346,43.76,1320055,1,1,Personal,1
APP0754,35,Male,Bachelor's,Unemployed,5515,1568560,36,17.58,695,2,5244,56377,12581.91,317152,0,1,Vehicle,0
APP0755,50,Male,PhD,Salaried,1962690,1944420,60,15.82,565,4,37788,47099,35.73,3741761,1,1,Education,1
APP0756,62,Male,Bachelor's,Business Owner,1050012,827766,60,13.84,840,1,62737,19192,43.44,4892812,1,0,Home,1
APP0757,37,Male,High School,Self-Employed,1664261,1416750,120,12.68,642,0,51489,20887,26.2,4460025,1,0,Business,1
APP0758,25,Female,Master's,Unemployed,20470,591797,60,7.92,734,2,76303,11977,2042.84,73916,0,0,Vehicle,0
APP0759,49,Male,Bachelor's,Salaried,246233,118653,24,17.84,684,2,33390,5914,77.63,426141,1,1,Vehicle,1
APP0760,24,Female,Master's,Business Owner,1446356,742289,36,11.53,698,0,15247,24488,24.11,2017949,1,1,Home,1
APP0761,30,Female,Master's,Salaried,651448,1490346,24,9.1,731,4,74051,68154,166.46,4253618,1,1,Education,0
APP0762,37,Female,High School,Salaried,948810,316186,48,14.5,617,4,64719,8720,35.58,4598615,1,0,Personal,1
APP0763,30,Female,Master's,Salaried,1203941,1292222,24,10.49,797,3,39678,59922,71.59,3783599,1,1,Vehicle,1
APP0764,37,Female,Bachelor's,Unemployed,57174,1397921,48,13.65,537,4,34583,37955,1014.16,609003,0,1,Education,0
APP0765,40,Male,Bachelor's,Business Owner,1807273,1846218,120,13.66,586,3,13076,28289,21.39,2333728,1,1,Vehicle,1
APP0766,44,Male,Bachelor's,Business Owner,1650530,1636880,48,12.18,796,2,23006,43250,36.46,56680,0,0,Business,1
APP0767,25,Male,PhD,Business Owner,696246,337166,48,16.28,733,0,20051,9604,26.92,2050377,1,0,Education,1
APP0768,54,Female,High School,Salaried,229709,1854898,84,10.28,900,4,9314,31063,176.86,4700671,1,0,Home,0
APP0769,26,Female,Bachelor's,Salaried,1882185,602226,24,12.21,686,3,33670,28408,24.55,4825937,1,1,Vehicle,1
APP0770,22,Male,Bachelor's,Salaried,1248939,1273326,84,13.15,833,2,72551,23268,43.27,3868434,1,1,Business,1
APP0771,33,Female,Master's,Salaried,694829,954603,120,14.47,512,4,15236,15093,33.96,3232838,1,1,Business,1
APP0772,63,Male,Bachelor's,Salaried,596456,310710,36,15.73,552,1,40568,10882,46.38,3055319,1,0,Personal,1
APP0773,63,Female,High School,Salaried,1713993,1330896,24,11.65,760,2,65314,62433,57.43,18510,0,0,Education,1
APP0774,31,Male,Bachelor's,Salaried,245689,898152,36,14.28,523,4,21352,30819,181.8,3731624,1,1,Home,0
APP0775,43,Male,Bachelor's,Salaried,1512656,1466234,36,9.08,662,2,50650,46680,49.09,4660009,1,1,Personal,1
APP0776,36,Male,Master's,Salaried,1098704,762165,48,17.29,785,0,15346,22107,29.17,3460054,1,1,Education,1
APP0777,51,Male,Bachelor's,Salaried,1863938,1755922,24,11.52,725,0,30156,82264,58.79,4954291,1,1,Vehicle,1
APP0778,31,Male,Bachelor's,Unemployed,44439,1175054,36,15.16,680,0,60904,40826,1595.39,2648323,1,0,Business,0
APP0779,36,Male,PhD,Self-Employed,408606,1503953,60,7.71,639,1,19035,30286,105.71,4921091,1,1,Vehicle,0
APP0780,28,Female,High School,Unemployed,35081,988193,36,9.65,698,0,21108,31724,1301.33,936232,0,1,Home,0
APP0781,24,Male,PhD,Salaried,1662016,1225677,60,12.61,731,1,7853,27644,21.66,4948587,1,0,Business,1
APP0782,60,Male,Bachelor's,Salaried,979110,1455419,24,16.72,620,0,9176,71764,91.33,4729686,1,0,Business,0
APP0783,24,Female,Master's,Self-Employed,1374441,1814860,120,13.04,713,2,30920,27141,31.79,1968487,0,0,Vehicle,1
APP0784,45,Female,Bachelor's,Salaried,1229516,1593103,84,17.26,777,4,59850,32796,49.53,1585508,0,0,Vehicle,1
APP0785,23,Male,High School,Salaried,1896609,1459993,24,12.58,659,4,11829,69123,45.98,1419702,0,1,Home,1
APP0786,52,Male,Master's,Salaried,1672617,1828244,84,12.65,686,0,78927,32912,40.6,52748,0,0,Home,1
APP0787,23,Male,Master's,Salaried,1712532,1855064,84,8.76,723,4,45667,29621,30.36,3991181,1,0,Education,1
APP0788,47,Male,Master's,Salaried,228885,638033,24,15.93,729,0,70842,31219,275.08,1111227,1,0,Education,0
APP0789,49,Female,High School,Salaried,1943992,1094385,36,10.09,759,0,40843,35359,29.39,4097304,1,1,Personal,1
APP0790,52,Male,Master's,Self-Employed,596419,1230859,12,16.95,588,3,55808,112231,259.49,28669,0,0,Business,0
APP0791,39,Male,Master's,Salaried,915601,443445,36,17.06,632,3,35543,15823,34.71,3546226,1,1,Business,1
APP0792,41,Female,Bachelor's,Salaried,595460,1479692,36,17.4,635,3,77780,53050,153.93,2385835,1,0,Vehicle,0
APP0793,25,Male,Master's,Business Owner,560466,491758,120,12.96,598,1,11611,7331,23.15,1969387,1,0,Home,1
APP0794,38,Male,Master's,Salaried,1232833,1200065,48,14.61,518,3,51902,33162,47.43,3949905,1,0,Personal,1
APP0795,48,Male,Bachelor's,Salaried,1579339,606107,48,15.67,387,0,38043,17075,21.65,4427974,1,0,Education,1
APP0796,62,Female,High School,Business Owner,221584,97779,36,8.88,787,2,10271,3104,33.5,1867691,1,0,Home,1
APP0797,42,Male,Bachelor's,Salaried,1953953,1836357,60,13.81,540,3,77867,42548,40.48,1201934,0,0,Vehicle,1
APP0798,41,Female,High School,Salaried,1019973,1452964,120,7.86,820,3,63745,17521,43.11,3599,0,1,Personal,1
APP0799,26,Male,Bachelor's,Salaried,753351,639872,84,12.72,746,2,67077,11543,50.44,1177089,1,1,Personal,1
APP0800,21,Male,Bachelor's,Salaried,1318844,1511742,48,9.13,643,0,64119,37713,51.82,3423261,1,0,Home,1
APP0801,25,Female,High School,Self-Employed,980594,1769109,36,9.42,735,1,16573,56604,75.35,2600017,1,0,Personal,1
APP0802,61,Female,Bachelor's,Business Owner,1899082,1347391,120,11.33,718,3,26409,18813,16.89,1323038,0,1,Home,1
APP0803,32,Female,High School,Salaried,1628926,894464,12,12.04,580,2,29464,79489,65.07,2362351,1,1,Home,1
APP0804,46,Female,Master's,Self-Employed,1706744,427218,60,14.04,678,0,47840,9949,17.09,645452,1,0,Business,1
APP0805,54,Female,PhD,Salaried,1996990,1459993,24,8.28,591,4,53785,66218,49.49,1655443,0,1,Personal,1
APP0806,34,Male,High School,Salaried,1419211,864468,36,12.79,738,1,25662,29040,31.06,2101794,1,1,Vehicle,1
APP0807,46,Male,PhD,Self-Employed,370824,1353533,120,9.42,615,2,23228,17455,79.03,1582185,0,1,Vehicle,0
APP0808,47,Female,Bachelor's,Salaried,950593,1694220,36,13.53,671,2,65721,57518,97.5,1390688,0,0,Business,0
APP0809,29,Male,Bachelor's,Salaried,1644359,195364,84,14.19,667,2,54223,3682,14.56,3889381,1,0,Business,1
APP0810,46,Female,High School,Salaried,1657913,577340,60,13.35,690,3,12386,13240,12.27,521315,0,0,Personal,1
APP0811,42,Female,Bachelor's,Salaried,800699,1405097,48,15.25,829,4,11862,39283,64.21,1467836,0,1,Vehicle,1
APP0812,50,Male,Master's,Salaried,1358452,1297486,48,11.02,658,1,45108,33547,41.59,3298771,1,1,Personal,1
APP0813,63,Male,Master's,Business Owner,1446729,379963,48,15.53,789,0,32201,10677,16.87,1828918,1,0,Personal,1
APP0814,37,Female,High School,Salaried,884500,1998697,24,12.04,723,0,73578,94123,157.64,2738599,1,1,Home,0
APP0815,46,Male,High School,Salaried,864687,1075607,120,12.58,807,4,54966,15795,44.8,3957887,1,1,Business,1
APP0816,56,Female,Bachelor's,Salaried,1188167,1245268,60,14.31,649,2,59774,29176,47.58,2170972,1,1,Vehicle,1
APP0817,21,Male,Bachelor's,Self-Employed,223331,1129037,60,7.69,742,2,15386,22726,146.9,2730502,1,1,Education,0
APP0818,28,Female,Bachelor's,Self-Employed,223004,1905758,48,14.37,674,2,20225,52432,314.77,551764,0,1,Vehicle,0
APP0819,55,Male,Bachelor's,Self-Employed,1487017,1065930,48,14.0,410,2,21693,29128,28.76,3601627,1,0,Home,1
APP0820,35,Female,Master's,Self-Employed,1105675,1108048,84,10.75,581,2,77197,18827,45.57,3812079,1,1,Vehicle,1
APP0821,42,Male,PhD,Business Owner,1652284,905695,12,8.4,732,4,48021,78953,67.8,1789033,1,1,Personal,1
APP0822,34,Female,Bachelor's,Salaried,648013,162036,12,8.45,726,3,23261,14129,39.09,1168931,1,0,Home,1
APP0823,46,Male,Master's,Salaried,389167,238674,36,17.19,563,1,32378,8532,56.26,3215775,1,0,Education,1
APP0824,48,Female,Bachelor's,Business Owner,1131253,337667,36,14.74,699,2,16937,11662,17.76,4336172,1,1,Personal,1
APP0825,43,Female,Bachelor's,Unemployed,70219,1784702,60,8.83,725,3,71330,36900,996.12,2637108,1,0,Education,0
APP0826,34,Male,Bachelor's,Business Owner,482260,939694,60,11.25,676,0,52366,20549,90.22,2125258,1,1,Education,0
APP0827,44,Male,Bachelor's,Salaried,742955,640348,24,13.72,745,4,77322,30660,86.99,4942422,1,0,Education,0
APP0828,22,Male,PhD,Salaried,1585777,1369799,24,16.27,733,3,45160,67246,61.14,2023106,1,0,Vehicle,1
APP0829,46,Female,Bachelor's,Salaried,1847069,713759,12,7.96,676,2,50313,62076,50.14,366074,0,0,Vehicle,1
APP0830,34,Female,Bachelor's,Self-Employed,1275878,1421446,36,9.98,634,2,32032,45853,52.16,1984030,1,0,Business,1
APP0831,27,Male,Bachelor's,Salaried,1653075,1453626,12,16.84,773,2,22358,132467,101.03,3394493,1,1,Vehicle,0
APP0832,23,Male,High School,Salaried,1410583,1377252,12,7.6,721,3,66710,119550,118.73,266651,0,1,Business,0
APP0833,43,Male,Master's,Business Owner,796822,959121,36,9.61,555,2,53821,30773,70.66,177375,0,0,Vehicle,0
APP0834,63,Female,Bachelor's,Salaried,1998278,1574149,120,17.57,699,3,33365,27930,22.78,3248280,1,0,Education,1
APP0835,38,Male,Bachelor's,Business Owner,1411272,93162,24,13.94,576,2,18189,4470,8.44,3301467,1,0,Business,1
APP0836,58,Female,Bachelor's,Salaried,1262016,323497,84,10.25,593,0,12248,5412,8.64,2227666,1,0,Business,1
APP0837,55,Male,Bachelor's,Salaried,573145,162313,84,8.2,621,0,9369,2546,11.22,2338500,1,1,Vehicle,1
APP0838,35,Female,High School,Salaried,1557221,78477,84,7.8,684,1,68763,1215,16.83,1826669,1,0,Home,1
APP0839,45,Male,Bachelor's,Self-Employed,594485,1778506,36,10.07,713,2,13050,57446,123.86,4115361,1,0,Home,0
APP0840,57,Male,Bachelor's,Salaried,994300,136373,48,16.76,643,2,33605,3918,16.9,3625153,1,0,Home,1
APP0841,48,Female,Master's,Salaried,885611,743464,48,11.87,647,3,54616,19531,48.67,2589201,1,0,Home,1
APP0842,30,Female,Master's,Unemployed,61078,768730,48,15.06,634,3,59479,21418,771.22,1100620,1,0,Business,0
APP0843,59,Female,Master's,Salaried,1857387,1627415,60,17.14,774,2,45883,40568,35.1,1008882,0,0,Home,1
APP0844,37,Male,Bachelor's,Self-Employed,894089,118359,24,11.78,423,1,38055,5559,22.78,130436,0,1,Business,0
APP0845,59,Male,Bachelor's,Self-Employed,740022,1546672,24,9.51,652,2,73731,71022,151.03,4283667,1,1,Home,0
APP0846,42,Female,High School,Salaried,1946365,1242564,120,12.93,819,3,12450,18502,13.71,2418113,1,1,Education,1
APP0847,46,Male,Master's,Self-Employed,1420985,1224726,120,17.03,726,2,7925,21309,20.0,1675902,1,0,Vehicle,1
APP0848,64,Male,Bachelor's,Salaried,1682117,523919,60,15.95,794,3,55272,12727,20.91,1619530,1,0,Home,1
APP0849,45,Male,Bachelor's,Self-Employed,545744,1795381,12,8.19,496,2,10310,156335,350.55,3565117,1,0,Personal,0
APP0850,37,Male,Bachelor's,Salaried,707173,1408356,120,14.77,568,4,36817,22524,56.96,4600505,1,1,Home,1
APP0851,33,Female,High School,Self-Employed,864471,1565719,84,13.5,726,3,49528,28911,60.76,3133105,1,1,Education,1
APP0852,40,Male,Bachelor's,Salaried,1876850,866117,48,17.03,819,1,60779,25005,27.65,3168253,1,0,Business,1
APP0853,45,Male,High School,Self-Employed,1886647,887566,84,8.79,577,4,20457,14186,12.93,3258021,1,0,Vehicle,1
APP0854,24,Male,Master's,Salaried,1460231,401060,48,13.11,645,2,47311,10781,20.52,4231707,1,1,Home,1
APP0855,30,Male,Bachelor's,Salaried,1715412,1206543,84,16.73,716,3,8980,24469,19.0,397046,0,1,Education,1
APP0856,23,Male,High School,Salaried,1920389,144455,12,11.81,549,4,25886,12822,12.86,3070800,1,1,Business,1
APP0857,61,Male,Bachelor's,Salaried,1989780,1881699,84,12.56,726,1,55877,33783,30.48,2249170,0,1,Personal,1
APP0858,38,Male,High School,Business Owner,632184,1559639,84,8.24,439,3,41181,24496,69.95,2382800,1,1,Personal,1
APP0859,56,Female,Bachelor's,Salaried,1409725,1273981,36,10.42,724,4,38262,41359,44.98,1683415,1,0,Education,1
APP0860,42,Male,Master's,Business Owner,439654,289646,84,10.91,590,4,5947,4946,18.37,3463587,1,1,Personal,1
APP0861,54,Male,High School,Unemployed,22837,239937,36,17.42,639,4,5022,8605,531.05,3071097,1,1,Home,0
APP0862,28,Female,Master's,Self-Employed,1437792,522312,24,10.47,738,0,6128,24216,21.75,3706871,1,1,Home,1
APP0863,60,Female,High School,Salaried,1425745,886188,60,12.34,720,2,37322,19865,26.14,111597,0,0,Business,1
APP0864,64,Male,Bachelor's,Salaried,1010935,435007,84,14.55,679,3,53929,8285,29.04,4367226,1,0,Home,1
APP0865,39,Male,Master's,Self-Employed,858139,111192,24,9.2,767,3,14808,5090,13.33,1411379,1,0,Home,1
APP0866,62,Male,Bachelor's,Salaried,1073272,241758,120,12.61,526,3,57882,3554,23.39,2394019,1,0,Home,1
APP0867,61,Female,High School,Salaried,1380403,885165,120,15.25,698,4,26725,14417,19.5,3836827,1,1,Education,1
APP0868,57,Female,Bachelor's,Self-Employed,501407,1333737,36,16.6,608,2,77534,47286,168.83,4979021,1,0,Business,0
APP0869,26,Female,Bachelor's,Business Owner,517231,862425,84,14.08,762,1,44950,16200,68.87,4191161,1,0,Vehicle,1
APP0870,46,Male,Master's,Self-Employed,775770,1784428,84,14.53,741,3,25557,33965,64.4,3675555,1,1,Home,1
APP0871,54,Female,Bachelor's,Salaried,322989,1774917,12,8.83,745,2,26825,155079,606.04,4127741,1,0,Vehicle,0
APP0872,26,Male,Master's,Self-Employed,1659192,336287,24,17.43,828,2,13998,16696,15.11,1689224,1,0,Personal,1
APP0873,57,Male,Master's,Salaried,1026547,1097635,48,8.89,781,0,41080,27257,46.27,2460436,1,0,Business,1
APP0874,53,Male,Bachelor's,Salaried,476393,765637,48,15.63,665,3,62797,21554,101.74,4542429,1,1,Education,0
APP0875,42,Female,Master's,Business Owner,1164329,1205620,12,10.28,679,4,20802,106150,115.83,1870942,1,0,Personal,0
APP0876,41,Male,Bachelor's,Salaried,834649,1603749,36,17.3,734,2,16167,57418,89.52,4072743,1,1,Business,0
APP0877,26,Female,PhD,Salaried,499850,231062,48,15.06,692,2,47407,6438,49.6,2893059,1,0,Home,1
APP0878,26,Male,High School,Salaried,1609761,1751270,48,15.42,743,1,18338,49113,40.71,194202,0,1,Home,1
APP0879,24,Male,Bachelor's,Business Owner,241139,506104,120,9.8,479,0,76520,6632,147.23,4516025,1,0,Home,0
APP0880,50,Male,Bachelor's,Self-Employed,839207,119351,120,12.15,849,2,23895,1723,12.71,3928056,1,0,Business,1
APP0881,31,Male,Bachelor's,Self-Employed,971965,1589164,60,13.99,685,2,52910,36969,65.24,2829380,1,0,Home,1
APP0882,50,Female,Bachelor's,Self-Employed,503446,1803935,24,15.58,533,4,70898,87965,260.36,2538309,1,0,Vehicle,0
APP0883,51,Male,Master's,Salaried,1474332,284085,36,8.59,597,4,8454,8980,9.37,1615620,1,0,Home,1
APP0884,44,Female,High School,Salaried,1598558,808171,84,17.6,488,1,65797,16797,27.43,4801294,1,0,Personal,1
APP0885,29,Female,High School,Salaried,1185663,548095,24,16.85,581,1,55637,27060,44.28,2930424,1,0,Education,1
APP0886,23,Female,Master's,Salaried,864006,120309,36,10.34,667,1,10349,3901,9.73,300767,1,1,Personal,1
APP0887,51,Male,Bachelor's,Salaried,1917479,979950,48,16.14,816,4,44963,27842,25.87,3978222,1,0,Personal,1
APP0888,60,Male,PhD,Business Owner,1998432,736093,60,12.94,716,4,12750,16726,12.34,4250994,1,0,Home,1
APP0889,57,Male,Master's,Salaried,1245716,1217732,24,12.35,700,0,27463,57522,63.35,1147556,0,1,Vehicle,1
APP0890,56,Female,PhD,Salaried,1926721,388144,48,10.8,577,3,79935,9994,21.16,517926,1,1,Home,1
APP0891,44,Female,Master's,Salaried,1064785,1540424,36,13.6,605,3,63792,52349,80.56,921594,0,0,Personal,0
APP0892,51,Male,Bachelor's,Salaried,1599712,71576,24,15.16,612,0,18686,3476,6.81,456082,1,0,Vehicle,1
APP0893,26,Female,High School,Business Owner,1037860,1626184,84,11.81,616,3,68528,28542,56.77,1428094,0,1,Home,1
APP0894,22,Male,Master's,Salaried,1796641,716110,24,14.11,648,4,27787,34420,28.56,3716714,1,0,Home,1
APP0895,40,Female,Bachelor's,Salaried,257939,677290,48,14.84,655,3,19776,18795,115.03,2360406,1,1,Education,0
APP0896,48,Male,High School,Self-Employed,1694818,1283111,24,14.97,649,4,62427,62195,57.3,475197,0,0,Personal,1
APP0897,31,Female,Bachelor's,Salaried,223548,1125148,84,8.05,619,0,66086,17565,200.7,1180034,0,1,Business,0
APP0898,24,Male,PhD,Salaried,656437,1085865,60,16.53,692,1,68308,26713,86.29,1290858,0,0,Personal,0
